rank,node_id,node_group,score,label,pred_above_threshold,attacks,incident_edges,responsible_loss,score_minus_responsible_loss,operation,event_uuid,time_raw,time_eastern,window,target_role,srcnode,dstnode,src_type,dst_type,type_pair,node_label_text,src_label,dst_label,score_band
70,2442722,FP_above_threshold,10.641150475,0,1,,1,10.641150475,0.000000000,EVENT_RECVMSG,43B9574D-8BB9-5321-8417-5DA68ECCEC83,1523556086146192774,2018-04-12 14:01:26.146193 EDT,2018-04-12 13:57:11.656194988~2018-04-12 14:12:42.246174821,src,2442722,354944,file,subject,file->subject,node 2442722,node 2442722,node 354944,threshold to coverage (9.821-16.528)
71,2442448,FP_above_threshold,10.641150475,0,1,,1,10.641150475,0.000000000,EVENT_RECVMSG,577B5EFC-3E8C-5625-ABFB-EE752E3631F2,1523555974606191710,2018-04-12 13:59:34.606192 EDT,2018-04-12 13:57:11.656194988~2018-04-12 14:12:42.246174821,src,2442448,354886,file,subject,file->subject,node 2442448,node 2442448,node 354886,threshold to coverage (9.821-16.528)
72,2442241,FP_above_threshold,10.641150475,0,1,,1,10.641150475,0.000000000,EVENT_RECVMSG,1FB8515A-9E37-5C4C-A1F2-A6451134FAAE,1523555884306193443,2018-04-12 13:58:04.306193 EDT,2018-04-12 13:57:11.656194988~2018-04-12 14:12:42.246174821,src,2442241,354857,file,subject,file->subject,node 2442241,node 2442241,node 354857,threshold to coverage (9.821-16.528)
73,2439453,FP_above_threshold,10.641150475,0,1,,1,10.641150475,0.000000000,EVENT_RECVMSG,5290448C-563C-52BB-82D6-9E6D6A3A6B61,1523554735926220349,2018-04-12 13:38:55.926220 EDT,2018-04-12 13:26:56.096235620~2018-04-12 13:42:03.646214630,src,2439453,354518,file,subject,file->subject,node 2439453,node 2439453,node 354518,threshold to coverage (9.821-16.528)
74,2439408,FP_above_threshold,10.641150475,0,1,,1,10.641150475,0.000000000,EVENT_RECVMSG,A4A3B0CF-ACFF-5BC5-AE33-52FB58172F38,1523554723516222442,2018-04-12 13:38:43.516222 EDT,2018-04-12 13:26:56.096235620~2018-04-12 13:42:03.646214630,src,2439408,354510,file,subject,file->subject,node 2439408,node 2439408,node 354510,threshold to coverage (9.821-16.528)
75,2439106,FP_above_threshold,10.641150475,0,1,,1,10.641150475,0.000000000,EVENT_RECVMSG,093D430E-7334-5DC3-B82E-D59415E3F5E9,1523554626536222768,2018-04-12 13:37:06.536223 EDT,2018-04-12 13:26:56.096235620~2018-04-12 13:42:03.646214630,src,2439106,354475,file,subject,file->subject,node 2439106,node 2439106,node 354475,threshold to coverage (9.821-16.528)
76,2439001,FP_above_threshold,10.641150475,0,1,,1,10.641150475,0.000000000,EVENT_RECVMSG,49C89CA0-D33B-5012-B7CA-DB9DC9A1F18F,1523554592876223217,2018-04-12 13:36:32.876223 EDT,2018-04-12 13:26:56.096235620~2018-04-12 13:42:03.646214630,src,2439001,354447,file,subject,file->subject,node 2439001,node 2439001,node 354447,threshold to coverage (9.821-16.528)
77,2438022,FP_above_threshold,10.641150475,0,1,,1,10.641150475,0.000000000,EVENT_RECVMSG,D576FB53-F480-5256-A311-448C4325D40D,1523554235936230081,2018-04-12 13:30:35.936230 EDT,2018-04-12 13:26:56.096235620~2018-04-12 13:42:03.646214630,src,2438022,354303,file,subject,file->subject,node 2438022,node 2438022,node 354303,threshold to coverage (9.821-16.528)
78,2437574,FP_above_threshold,10.641150475,0,1,,1,10.641150475,0.000000000,EVENT_RECVMSG,8181795F-1E42-5323-8ACC-C5BB6D164BA7,1523554027206241426,2018-04-12 13:27:07.206241 EDT,2018-04-12 13:26:56.096235620~2018-04-12 13:42:03.646214630,src,2437574,354263,file,subject,file->subject,node 2437574,node 2437574,node 354263,threshold to coverage (9.821-16.528)
79,2415903,FP_above_threshold,10.641150475,0,1,,1,10.641150475,0.000000000,EVENT_RECVMSG,BB707351-DF5E-5969-AA5A-E996D8C8806F,1523544513276446796,2018-04-12 10:48:33.276447 EDT,2018-04-12 10:36:33.926463264~2018-04-12 10:51:49.016442680,src,2415903,351850,file,subject,file->subject,node 2415903,node 2415903,node 351850,threshold to coverage (9.821-16.528)
80,2415110,FP_above_threshold,10.641150475,0,1,,1,10.641150475,0.000000000,EVENT_RECVMSG,9999F390-349F-500B-A55E-9C6CFD823961,1523544196146455023,2018-04-12 10:43:16.146455 EDT,2018-04-12 10:36:33.926463264~2018-04-12 10:51:49.016442680,src,2415110,351737,file,subject,file->subject,node 2415110,node 2415110,node 351737,threshold to coverage (9.821-16.528)
81,2414777,FP_above_threshold,10.641150475,0,1,,1,10.641150475,0.000000000,EVENT_RECVMSG,3EC3B6AF-3FEA-520D-AB13-7F97FDA8AC35,1523544081446456018,2018-04-12 10:41:21.446456 EDT,2018-04-12 10:36:33.926463264~2018-04-12 10:51:49.016442680,src,2414777,351694,file,subject,file->subject,node 2414777,node 2414777,node 351694,threshold to coverage (9.821-16.528)
82,2288609,FP_above_threshold,10.641150475,0,1,,1,10.641150475,0.000000000,EVENT_RECVMSG,8F3489E0-0864-5E16-A849-14D851E5F22B,1523487820567715768,2018-04-11 19:03:40.567716 EDT,2018-04-11 18:55:00.137736069~2018-04-11 19:11:00.087713378,src,2288609,339041,file,subject,file->subject,node 2288609,node 2288609,node 339041,threshold to coverage (9.821-16.528)
83,2274417,FP_above_threshold,10.641150475,0,1,,1,10.641150475,0.000000000,EVENT_RECVMSG,77CF64C4-0000-54B1-A527-FC612619E4A4,1523481681247856759,2018-04-11 17:21:21.247857 EDT,2018-04-11 17:06:44.047871437~2018-04-11 17:21:50.957853262,src,2274417,337437,file,subject,file->subject,node 2274417,node 2274417,node 337437,threshold to coverage (9.821-16.528)
84,2273813,FP_above_threshold,10.641150475,0,1,,1,10.641150475,0.000000000,EVENT_RECVMSG,73C87EB7-30A0-506F-8621-34B2D539E8AD,1523481412777859673,2018-04-11 17:16:52.777860 EDT,2018-04-11 17:06:44.047871437~2018-04-11 17:21:50.957853262,src,2273813,337372,file,subject,file->subject,node 2273813,node 2273813,node 337372,threshold to coverage (9.821-16.528)
85,2272709,FP_above_threshold,10.641150475,0,1,,1,10.641150475,0.000000000,EVENT_RECVMSG,40A8889D-8F24-583A-8F86-9BF991491FF4,1523480977867868960,2018-04-11 17:09:37.867869 EDT,2018-04-11 17:06:44.047871437~2018-04-11 17:21:50.957853262,src,2272709,337230,file,subject,file->subject,node 2272709,node 2272709,node 337230,threshold to coverage (9.821-16.528)
86,2264374,FP_above_threshold,10.641150475,0,1,,1,10.641150475,0.000000000,EVENT_RECVMSG,84D923B6-0996-5029-BED0-B72113312004,1523473059089850225,2018-04-11 14:57:39.089850 EDT,2018-04-11 14:42:26.489869579~2018-04-11 14:57:39.259848153,src,2264374,336172,file,subject,file->subject,node 2264374,node 2264374,node 336172,threshold to coverage (9.821-16.528)
87,2262932,FP_above_threshold,10.641150475,0,1,,1,10.641150475,0.000000000,EVENT_RECVMSG,C0925324-B332-536A-A110-FE99C0058B13,1523472579379860253,2018-04-11 14:49:39.379860 EDT,2018-04-11 14:42:26.489869579~2018-04-11 14:57:39.259848153,src,2262932,335985,file,subject,file->subject,node 2262932,node 2262932,node 335985,threshold to coverage (9.821-16.528)
88,2262359,FP_above_threshold,10.641150475,0,1,,1,10.641150475,0.000000000,EVENT_RECVMSG,C4FF4167-7F7F-534F-AB21-3901FDBC6C86,1523472358159867151,2018-04-11 14:45:58.159867 EDT,2018-04-11 14:42:26.489869579~2018-04-11 14:57:39.259848153,src,2262359,335913,file,subject,file->subject,node 2262359,node 2262359,node 335913,threshold to coverage (9.821-16.528)
89,2262171,FP_above_threshold,10.641150475,0,1,,1,10.641150475,0.000000000,EVENT_RECVMSG,E6A83038-E1CA-53B0-95B7-6EE1DF7F1718,1523472286599872160,2018-04-11 14:44:46.599872 EDT,2018-04-11 14:42:26.489869579~2018-04-11 14:57:39.259848153,src,2262171,335887,file,subject,file->subject,node 2262171,node 2262171,node 335887,threshold to coverage (9.821-16.528)
90,2261861,FP_above_threshold,10.641150475,0,1,,1,10.641150475,0.000000000,EVENT_RECVMSG,8E2FD6A9-B532-5AD5-86B4-9CF6B0853F63,1523472146439870520,2018-04-11 14:42:26.439871 EDT,2018-04-11 14:27:20.259890466~2018-04-11 14:42:26.489869579,src,2261861,335836,file,subject,file->subject,node 2261861,node 2261861,node 335836,threshold to coverage (9.821-16.528)
91,2261753,FP_above_threshold,10.641150475,0,1,,1,10.641150475,0.000000000,EVENT_RECVMSG,EA4E1650-C1B6-544A-9C66-072279915E6C,1523472104639869590,2018-04-11 14:41:44.639870 EDT,2018-04-11 14:27:20.259890466~2018-04-11 14:42:26.489869579,src,2261753,335821,file,subject,file->subject,node 2261753,node 2261753,node 335821,threshold to coverage (9.821-16.528)
92,2261124,FP_above_threshold,10.641150475,0,1,,1,10.641150475,0.000000000,EVENT_RECVMSG,75DF8648-98B1-5DF8-8DF4-C84BBB602FD3,1523471926599878993,2018-04-11 14:38:46.599879 EDT,2018-04-11 14:27:20.259890466~2018-04-11 14:42:26.489869579,src,2261124,335726,file,subject,file->subject,node 2261124,node 2261124,node 335726,threshold to coverage (9.821-16.528)
93,2254539,FP_above_threshold,10.641150475,0,1,,1,10.641150475,0.000000000,EVENT_RECVMSG,B5200ABA-2F76-5FB5-926C-51C7D43C63E9,1523469260759933250,2018-04-11 13:54:20.759933 EDT,2018-04-11 13:39:50.839952655~2018-04-11 13:55:00.089942615,src,2254539,334875,file,subject,file->subject,node 2254539,node 2254539,node 334875,threshold to coverage (9.821-16.528)
94,2253834,FP_above_threshold,10.641150475,0,1,,1,10.641150475,0.000000000,EVENT_RECVMSG,2AE02C05-BFC8-5F8F-A999-9D02812F766A,1523468934969943065,2018-04-11 13:48:54.969943 EDT,2018-04-11 13:39:50.839952655~2018-04-11 13:55:00.089942615,src,2253834,334800,file,subject,file->subject,node 2253834,node 2253834,node 334800,threshold to coverage (9.821-16.528)
95,2252478,FP_above_threshold,10.641150475,0,1,,1,10.641150475,0.000000000,EVENT_RECVMSG,4257CE2B-1B00-59B6-B813-239663C030C7,1523468474909952475,2018-04-11 13:41:14.909952 EDT,2018-04-11 13:39:50.839952655~2018-04-11 13:55:00.089942615,src,2252478,334612,file,subject,file->subject,node 2252478,node 2252478,node 334612,threshold to coverage (9.821-16.528)
96,2252373,FP_above_threshold,10.641150475,0,1,,1,10.641150475,0.000000000,EVENT_RECVMSG,32D608BB-A648-5D5A-BF12-9F81ECE415CE,1523468442989952745,2018-04-11 13:40:42.989953 EDT,2018-04-11 13:39:50.839952655~2018-04-11 13:55:00.089942615,src,2252373,334592,file,subject,file->subject,node 2252373,node 2252373,node 334592,threshold to coverage (9.821-16.528)
97,2238458,FP_above_threshold,10.641150475,0,1,,1,10.641150475,0.000000000,EVENT_RECVMSG,120D4A5A-2971-52EC-9233-939278CFB8DF,1523462612900088215,2018-04-11 12:03:32.900088 EDT,2018-04-11 11:50:56.700100837~2018-04-11 12:06:09.860083032,src,2238458,332974,file,subject,file->subject,node 2238458,node 2238458,node 332974,threshold to coverage (9.821-16.528)
98,2237849,FP_above_threshold,10.641150475,0,1,,1,10.641150475,0.000000000,EVENT_RECVMSG,2D2F84F4-A680-566A-9EAC-5CB45EB502E9,1523462363420094521,2018-04-11 11:59:23.420094 EDT,2018-04-11 11:50:56.700100837~2018-04-11 12:06:09.860083032,src,2237849,332897,file,subject,file->subject,node 2237849,node 2237849,node 332897,threshold to coverage (9.821-16.528)
99,2237818,FP_above_threshold,10.641150475,0,1,,1,10.641150475,0.000000000,EVENT_RECVMSG,071872E7-1CE9-524F-A055-12B8850E8051,1523462358480090192,2018-04-11 11:59:18.480090 EDT,2018-04-11 11:50:56.700100837~2018-04-11 12:06:09.860083032,src,2237818,332889,file,subject,file->subject,node 2237818,node 2237818,node 332889,threshold to coverage (9.821-16.528)
100,2236864,FP_above_threshold,10.641150475,0,1,,1,10.641150475,0.000000000,EVENT_RECVMSG,ECA3A85B-8C43-5574-9B00-FFDBC845CB21,1523462008010095883,2018-04-11 11:53:28.010096 EDT,2018-04-11 11:50:56.700100837~2018-04-11 12:06:09.860083032,src,2236864,332770,file,subject,file->subject,node 2236864,node 2236864,node 332770,threshold to coverage (9.821-16.528)
101,2236717,FP_above_threshold,10.641150475,0,1,,1,10.641150475,0.000000000,EVENT_RECVMSG,B97DD8C6-1F61-5414-BB09-EDEC4332DE2B,1523461976070098045,2018-04-11 11:52:56.070098 EDT,2018-04-11 11:50:56.700100837~2018-04-11 12:06:09.860083032,src,2236717,332747,file,subject,file->subject,node 2236717,node 2236717,node 332747,threshold to coverage (9.821-16.528)
102,2236319,FP_above_threshold,10.641150475,0,1,,1,10.641150475,0.000000000,EVENT_RECVMSG,61E7CDAA-9D5C-5D71-A6EB-A8910DF60090,1523461843690099860,2018-04-11 11:50:43.690100 EDT,2018-04-11 11:35:54.920119930~2018-04-11 11:50:56.650099756,src,2236319,332698,file,subject,file->subject,node 2236319,node 2236319,node 332698,threshold to coverage (9.821-16.528)
103,2234412,FP_above_threshold,10.641150475,0,1,,1,10.641150475,0.000000000,EVENT_RECVMSG,393F2C22-6457-5217-8C26-4EC7E15DD33F,1523461141630115938,2018-04-11 11:39:01.630116 EDT,2018-04-11 11:35:54.920119930~2018-04-11 11:50:56.650099756,src,2234412,332472,file,subject,file->subject,node 2234412,node 2234412,node 332472,threshold to coverage (9.821-16.528)
104,2230951,FP_above_threshold,10.641150475,0,1,,1,10.641150475,0.000000000,EVENT_RECVMSG,41E3BC89-34EE-5434-9FA3-CDE1FF6FA439,1523459720320149343,2018-04-11 11:15:20.320149 EDT,2018-04-11 11:05:38.670169879~2018-04-11 11:20:47.270139954,src,2230951,332066,file,subject,file->subject,node 2230951,node 2230951,node 332066,threshold to coverage (9.821-16.528)
105,2230702,FP_above_threshold,10.641150475,0,1,,1,10.641150475,0.000000000,EVENT_RECVMSG,3E9FB03F-FC29-56DB-86E0-B92CE706B792,1523459676970150072,2018-04-11 11:14:36.970150 EDT,2018-04-11 11:05:38.670169879~2018-04-11 11:20:47.270139954,src,2230702,332029,file,subject,file->subject,node 2230702,node 2230702,node 332029,threshold to coverage (9.821-16.528)
106,2228904,FP_above_threshold,10.641150475,0,1,,1,10.641150475,0.000000000,EVENT_RECVMSG,D7036620-68F8-5CFC-AD6B-98208459657E,1523458953800163539,2018-04-11 11:02:33.800164 EDT,2018-04-11 10:49:26.740180699~2018-04-11 11:05:38.670169879,src,2228904,331838,file,subject,file->subject,node 2228904,node 2228904,node 331838,threshold to coverage (9.821-16.528)
107,2228709,FP_above_threshold,10.641150475,0,1,,1,10.641150475,0.000000000,EVENT_RECVMSG,6A91C616-D0A4-5CCD-9AC8-A24844F3892C,1523458869830167483,2018-04-11 11:01:09.830168 EDT,2018-04-11 10:49:26.740180699~2018-04-11 11:05:38.670169879,src,2228709,331817,file,subject,file->subject,node 2228709,node 2228709,node 331817,threshold to coverage (9.821-16.528)
108,2227686,FP_above_threshold,10.641150475,0,1,,1,10.641150475,0.000000000,EVENT_RECVMSG,DAB0A1F4-B409-5C7F-A28F-B505C199870F,1523458577410174030,2018-04-11 10:56:17.410174 EDT,2018-04-11 10:49:26.740180699~2018-04-11 11:05:38.670169879,src,2227686,331677,file,subject,file->subject,node 2227686,node 2227686,node 331677,threshold to coverage (9.821-16.528)
109,2227410,FP_above_threshold,10.641150475,0,1,,1,10.641150475,0.000000000,EVENT_RECVMSG,20984001-EF4B-509B-A5C3-3CDE70F0256E,1523458475340174921,2018-04-11 10:54:35.340175 EDT,2018-04-11 10:49:26.740180699~2018-04-11 11:05:38.670169879,src,2227410,331624,file,subject,file->subject,node 2227410,node 2227410,node 331624,threshold to coverage (9.821-16.528)
110,2227091,FP_above_threshold,10.641150475,0,1,,1,10.641150475,0.000000000,EVENT_RECVMSG,B88BEF5B-4950-5009-8D20-2D02CA079DFA,1523458333390185380,2018-04-11 10:52:13.390185 EDT,2018-04-11 10:49:26.740180699~2018-04-11 11:05:38.670169879,src,2227091,331573,file,subject,file->subject,node 2227091,node 2227091,node 331573,threshold to coverage (9.821-16.528)
111,2226261,FP_above_threshold,10.641150475,0,1,,1,10.641150475,0.000000000,EVENT_RECVMSG,FA14DA3C-42B7-5FBE-A768-2C6ED33E78ED,1523458072820188967,2018-04-11 10:47:52.820189 EDT,2018-04-11 10:34:24.210202357~2018-04-11 10:49:26.740180699,src,2226261,331461,file,subject,file->subject,node 2226261,node 2226261,node 331461,threshold to coverage (9.821-16.528)
112,2226051,FP_above_threshold,10.641150475,0,1,,1,10.641150475,0.000000000,EVENT_RECVMSG,AB09A261-70DA-58E3-902A-C0B6052F790B,1523457983110187044,2018-04-11 10:46:23.110187 EDT,2018-04-11 10:34:24.210202357~2018-04-11 10:49:26.740180699,src,2226051,331424,file,subject,file->subject,node 2226051,node 2226051,node 331424,threshold to coverage (9.821-16.528)
113,2225251,FP_above_threshold,10.641150475,0,1,,1,10.641150475,0.000000000,EVENT_RECVMSG,BFCF9750-9CCE-5254-993E-9BBA3CA95A3C,1523457692070195286,2018-04-11 10:41:32.070195 EDT,2018-04-11 10:34:24.210202357~2018-04-11 10:49:26.740180699,src,2225251,331312,file,subject,file->subject,node 2225251,node 2225251,node 331312,threshold to coverage (9.821-16.528)
114,2224231,FP_above_threshold,10.641150475,0,1,,1,10.641150475,0.000000000,EVENT_RECVMSG,876D057D-961A-5A56-ABFD-B0B08664CC4F,1523457286430203387,2018-04-11 10:34:46.430203 EDT,2018-04-11 10:34:24.210202357~2018-04-11 10:49:26.740180699,src,2224231,331186,file,subject,file->subject,node 2224231,node 2224231,node 331186,threshold to coverage (9.821-16.528)
115,2221624,FP_above_threshold,10.641150475,0,1,,1,10.641150475,0.000000000,EVENT_RECVMSG,26EA2762-B8E5-5B04-AAB5-8F0D2935D2AB,1523456215510233561,2018-04-11 10:16:55.510234 EDT,2018-04-11 10:03:08.500245077~2018-04-11 10:19:16.840223153,src,2221624,330858,file,subject,file->subject,node 2221624,node 2221624,node 330858,threshold to coverage (9.821-16.528)
116,2220776,FP_above_threshold,10.641150475,0,1,,1,10.641150475,0.000000000,EVENT_RECVMSG,375B713E-A246-5872-9F7C-276CEA7A8841,1523455872360234378,2018-04-11 10:11:12.360234 EDT,2018-04-11 10:03:08.500245077~2018-04-11 10:19:16.840223153,src,2220776,330765,file,subject,file->subject,node 2220776,node 2220776,node 330765,threshold to coverage (9.821-16.528)
117,2220546,FP_above_threshold,10.641150475,0,1,,1,10.641150475,0.000000000,EVENT_RECVMSG,4B39CCC3-9AD1-5240-9A89-ED6521BEECF0,1523455816630241221,2018-04-11 10:10:16.630241 EDT,2018-04-11 10:03:08.500245077~2018-04-11 10:19:16.840223153,src,2220546,330719,file,subject,file->subject,node 2220546,node 2220546,node 330719,threshold to coverage (9.821-16.528)
118,2219634,FP_above_threshold,10.641150475,0,1,,1,10.641150475,0.000000000,EVENT_RECVMSG,77199BE8-C235-55A7-A42F-83E7A7F96058,1523455550310242234,2018-04-11 10:05:50.310242 EDT,2018-04-11 10:03:08.500245077~2018-04-11 10:19:16.840223153,src,2219634,330583,file,subject,file->subject,node 2219634,node 2219634,node 330583,threshold to coverage (9.821-16.528)
119,2219128,FP_above_threshold,10.641150475,0,1,,1,10.641150475,0.000000000,EVENT_RECVMSG,3BA13BD3-DF60-53FE-8500-6022425945CE,1523455411890245084,2018-04-11 10:03:31.890245 EDT,2018-04-11 10:03:08.500245077~2018-04-11 10:19:16.840223153,src,2219128,330533,file,subject,file->subject,node 2219128,node 2219128,node 330533,threshold to coverage (9.821-16.528)
120,2211851,FP_above_threshold,10.641150475,0,1,,1,10.641150475,0.000000000,EVENT_RECVMSG,16C5F6B3-5060-5D86-B97C-B7886F82E00E,1523452404640310157,2018-04-11 09:13:24.640310 EDT,2018-04-11 09:00:59.810327404~2018-04-11 09:16:44.060308475,src,2211851,329671,file,subject,file->subject,node 2211851,node 2211851,node 329671,threshold to coverage (9.821-16.528)
121,2211260,FP_above_threshold,10.641150475,0,1,,1,10.641150475,0.000000000,EVENT_RECVMSG,707E2C6B-2AB4-5AA8-B8A3-DCF8F24EED7C,1523452152410327852,2018-04-11 09:09:12.410328 EDT,2018-04-11 09:00:59.810327404~2018-04-11 09:16:44.060308475,src,2211260,329597,file,subject,file->subject,node 2211260,node 2211260,node 329597,threshold to coverage (9.821-16.528)
122,1285696,FP_above_threshold,10.641150475,0,1,,1,10.641150475,0.000000000,EVENT_RECVMSG,FC4F05EF-D420-5BA0-83B0-264954AD4622,1523062455759030370,2018-04-06 20:54:15.759030 EDT,2018-04-06 20:39:51.329047349~2018-04-06 20:55:00.099036236,src,1285696,236456,file,subject,file->subject,node 1285696,node 1285696,node 236456,threshold to coverage (9.821-16.528)
123,1283735,FP_above_threshold,10.641150475,0,1,,1,10.641150475,0.000000000,EVENT_RECVMSG,A8C4E5EB-356A-5349-AD84-49CE31089057,1523061665939044811,2018-04-06 20:41:05.939045 EDT,2018-04-06 20:39:51.329047349~2018-04-06 20:55:00.099036236,src,1283735,236245,file,subject,file->subject,node 1283735,node 1283735,node 236245,threshold to coverage (9.821-16.528)
124,1275095,FP_above_threshold,10.641150475,0,1,,1,10.641150475,0.000000000,EVENT_RECVMSG,2B49EE8A-E03E-5281-A0D1-A89D90C702D0,1523057799149132840,2018-04-06 19:36:39.149133 EDT,2018-04-06 19:23:09.469149728~2018-04-06 19:39:22.499131850,src,1275095,235329,file,subject,file->subject,node 1275095,node 1275095,node 235329,threshold to coverage (9.821-16.528)
